,ppo_eval,ppo_train_before,ppo_train_after,random_eval,random_train,strategy_eval,strategy_train
85,198710.82286902552,49057.48923434623,44405.54378052597,46138.29867171674,66717.20002651485,108624.67610343744,16590.01729688824
86,188974.3939490455,43651.31877494749,47871.55382350052,103414.82205848728,35141.74852118749,123881.49995744354,18115.898660415172
87,176004.20256428374,14050.562243884546,57739.79788681018,115963.50198335573,75878.24564127508,108641.35973395925,18818.13800118366
88,199291.1771123038,48599.03333791846,97060.95183571582,119958.43354672162,55825.47069346343,110964.9039635082,19267.53527528273
89,195445.29166958918,51427.476930539066,61576.28317615023,123438.49583237214,42630.40226564734,118200.27419105929,15025.432375067961
90,183642.35733558866,70466.59399220071,72256.87761439802,86958.52622508729,85357.4258026589,117284.28661680341,22236.667732860747
91,142434.52297725965,43387.20172431588,76261.28447145253,163120.52381029737,8501.796441659535,123124.32026115642,15300.11345189104
92,304927.83329704544,95770.49278159079,72797.19385854586,25865.107350354287,61439.08439330882,117220.13032071886,15723.313255016954
93,42411.51490324992,29020.32469607645,93525.32965944498,130091.68515074317,58988.7709953975,122125.8658385849,20206.481509326797
94,218020.85523133632,85440.49064006112,71065.17298070347,100051.88399504437,88849.10578287079,124111.87259380892,19505.64361402065
95,199206.08818063,32212.244150550338,44118.40799785755,111615.27271296273,114632.91806416342,115704.36946496202,15536.215529768451
96,157568.158327471,95762.51252670359,59897.11599419947,64587.78825703426,69215.12707754824,122101.23199848906,15765.734250554757
97,65713.20551238392,47630.01320857566,61256.96326654451,77106.80036134229,68901.44013295398,120734.94928094564,19259.239570903635
98,131978.5885841709,43064.06073017273,77858.0057145184,100667.25923507477,31066.365898902965,117518.54951465307,19515.781130179428
99,193189.23710052425,85309.37359449483,73127.71503663727,83182.68080292875,31647.302404179063,121166.73634397564,18668.95822360854
