,AC before,dummy,AC eval
0,-145.63760930709742,-104.24403756899666,22.448979804867975
1,-326.9515271177806,-253.79453653222407,13.32670823277319
2,-393.1435014701718,-289.10237910381545,-4.294805254486006
3,-390.6847531802095,-52.432740833285195,-246.24504014030123
4,-328.1970822914648,-236.60248476566258,-117.07917692167771
5,-393.7587145078763,-60.50988248867865,31.51846507278866
6,-241.7635832367043,-66.88667348693136,-36.391294409704074
7,-268.73215415651316,-283.7770330441739,33.993287464037714
8,-64.68847481814481,-121.98662298662089,-12.679779444970961
9,-180.39031316871254,-360.1898935529005,-21.56392601997913
10,-345.86036388028253,-73.39818733032178,-15.876382266080634
11,-112.76882587542433,-200.5404851908559,-37.310496527808695
12,-334.8046985363938,-107.96544913372365,-306.65353151140755
13,-335.672640522624,-93.95065473083402,28.687524787292286
14,-147.86288291942157,-414.3540549131237,-31.529897338035152
15,-145.65547966521135,-236.91408075882265,51.04817176321701
16,-429.82560245244474,-312.517063381197,31.57821995735161
17,-138.83368141361984,-193.04078011679485,58.961532486725126
18,-279.0585671773621,-61.63105870716456,-92.62604679198908
19,-373.04509666911656,-107.39183983114086,34.17600108140028
20,-105.71353223502683,-409.9974854879195,-111.62769715599592
21,-365.4655440054145,-116.03861102618666,13.611584747077554
22,-110.80789218757316,-14.933786533157857,19.556343964042394
23,-339.5712874371604,-304.7391127418539,33.22232879246962
24,-350.43506846811925,-159.13927190895066,-35.5489751438926
25,-148.04620220590607,-86.0241955874592,-12.595834754879641
26,-94.24401028728788,-75.06364925182459,-174.81222636523094
27,-322.657911602839,-497.34428119436797,-108.06470737493406
28,-272.67173073345595,-294.3847941785598,-219.16039815364277
29,-403.6808798004168,-393.8913323625763,74.85584353007063
30,-316.4792619088761,-318.4583077536102,-72.95884256208933
31,-107.97973570632054,-299.6339935728707,49.38001536936328
32,-68.00451899031589,-298.38489112317086,24.538407125010284
33,-237.0290239856936,-118.96758071836567,-11.313960105226185
34,-241.63370332435275,-383.812161583159,-1.406970017360344
35,-242.27474240257305,-259.29832615395526,93.12045660629252
36,-385.01722751347626,-147.9092298660937,22.35779485531296
37,-196.54729666910222,-451.87152389699753,28.566646287501342
38,-257.8078551520648,-228.1268816031382,-197.69601260185016
39,-416.7688544094015,-57.129011151706344,16.752251817640662
40,-38.722838211876386,-472.56411067994287,-2.3844065406243535
41,-104.07384380436451,-70.8769694635895,-186.6368973518271
42,-73.0016370683104,-290.172460266872,8.736413963645106
43,-174.55764037179455,-385.89158013490066,7.048742936133574
44,-186.98954647689834,-85.64870997413342,47.704136260048756
