,AC before,dummy,AC eval
45,-307.0037612341828,-88.35675206519853,-44.08425707762313
46,-116.03845559099923,-298.83691422409413,43.368293628660076
47,-154.96806246917367,-285.7767161843764,14.345850260305792
48,-73.64575630074908,-433.1130147422339,51.081352603698896
49,-300.59819175152666,-179.31926974798833,-115.2947199923025
50,-361.1455899061786,-97.28425782669747,28.547392620073005
51,-99.0357274203856,-235.3064950331622,45.265536334146475
52,-315.108002081516,-99.32010476992372,-226.79211023366798
53,-265.10435208229796,-403.7163791647794,76.17066110441183
54,-231.66051625717495,-56.487825126444264,-44.324902748262694
55,-673.4372271185642,-56.05079768648213,16.5706706545307
56,-58.82971914903314,-141.28803799612285,31.043139221859704
57,-244.7951419663456,-288.3671750933213,4.0940979275536975
58,-65.16710531698253,-60.47516560780547,11.948916260148442
59,-58.565284893099516,-316.54895919310513,-245.76602654328545
60,-241.7760831885375,-325.5630047018653,14.164654584237143
61,-80.61711162902444,-95.39174386187383,-43.93628307857438
62,-267.7532663624306,-142.8769698735218,-16.49712995913923
63,-170.3332055068836,-383.83409380659873,28.07579983533512
64,-269.2070183516697,-106.33334329739048,-36.33009783569713
65,-363.5865339369487,-254.19380049846757,67.31935783097077
66,-354.70944290795586,-221.42053099642897,-198.38703352600717
67,-149.00355318016145,-107.07345923632704,7.383829300285976
68,-142.54819344425675,-332.54496064045713,-173.73709247117938
69,-136.75992838108212,-153.73364770899076,-147.1308956427783
70,-243.0257670852905,-59.499736666198615,1.2025286428794866
71,-114.91667409612387,-149.68580322277916,69.58948601714887
72,-154.9859290869903,-303.81197256942534,-69.01466157191959
73,-159.92260265305137,-284.5290221402243,53.45768004222937
74,-36.41838518353643,-227.5736497032778,-56.316393457389154
75,-110.72519069619501,-308.7393987902449,13.28710988401357
76,-197.66907886485305,-105.25917257736364,21.890121231395675
77,-397.43040830396563,5.393223230642761,22.983656802708445
78,-263.19051352013884,-268.87381925618786,54.340795596760195
79,-198.1313043836515,-51.448338293565584,-5.0797999386902974
80,-210.4366094185076,-278.04067667217146,56.92583887709825
81,-166.79287567895102,-506.52431325104993,31.99864442957774
82,-159.78442115254614,-65.45351135049245,9.26767132769422
83,-301.14669442518135,-321.5912760968315,5.928954496163199
84,-177.45597349668734,-178.69998405181929,-9.586442199401718
85,-355.5672132573015,-246.78704073544225,-143.81367203631828
86,-207.82930983893715,-155.05287557967188,52.48950248103394
87,-237.52285436401576,-114.05866986172889,-35.83246292396976
88,-87.38326667144095,-59.054793198802855,-36.21876786784418
89,-56.174586253247725,-275.3621699523284,10.668277092986013
90,-239.796981887279,-72.63244082035891,13.125561611817957
91,-174.16760529514687,-214.589716227731,-28.896480672703923
92,-135.73874050921833,-131.41739440010292,7.3641055562579965
93,-145.62247256272366,-49.81687276693893,-0.7019721562536507
94,-323.45934934319655,-347.4750845095455,2.7122777496785693
95,-396.6292888569753,-58.61835048370609,50.207729270338824
96,-438.15557935122496,-219.2701290103245,59.714618528474304
97,-74.09068518379182,-86.46872608439973,49.53438272644155
98,-35.425369676443566,-129.88871860890796,35.63315261957739
99,-137.9566569682734,-265.3296545314279,13.811362554398354
