,agent before,agent eval,dummy
63,-110.98387493939049,219.03414152398648,-399.4189845697626
64,-96.92216713775724,-38.09541951205085,-177.93927789261613
65,-41.4793832257547,249.06251195540477,-316.1046570331214
66,-245.88768444912972,180.7555638114673,-68.37411780786341
67,-319.21720723970407,156.97770143614196,-224.89159088946167
68,-84.9217982385101,206.01904753137364,-132.56074976448855
69,-409.53398055734976,238.52051100102221,7.2322747600740485
70,-120.10487781286452,177.60722004015258,-309.44487234868865
71,-115.56558014310362,249.89532881807082,-96.41948941736618
72,-140.7979423718301,188.8379516136232,-81.7549493701039
73,-113.00758865526032,190.40553866109312,-313.39196243963886
74,-75.70343976270209,242.86433413090458,-94.60920789797719
75,-99.74728328653909,195.9072743877266,-226.43533314482616
76,-131.32041516783605,190.36960041355286,-125.17079048873438
77,-95.66439659586469,238.49636173404934,-393.60363058648716
78,-410.83686418502157,233.47388785616926,-250.44749576307163
79,-165.6992905146716,198.8759424572034,-282.3992997058044
80,-106.76592709214772,241.2982669217859,-56.66197147621495
81,-177.15358737385424,208.4737954663458,-187.6933920764439
82,-85.58301546014218,218.6651849854345,-42.77421871652288
83,-237.2865029474985,237.88481335080442,-172.477475285263
84,-219.88164473858396,190.97288481129357,-313.8211948706782
85,-75.66554839058406,190.1556854643016,-133.78593289783413
86,-178.58171970521323,-0.1495986765564794,-17.976538063659646
87,-255.68120408745995,234.38703536273317,-75.2589209842356
88,-139.51638061984434,-96.01387537299763,-204.1819464023826
89,-160.86090198127863,156.1632628051539,-211.56009397616742
90,-204.80212033133796,209.94211636191184,-362.7788878603054
91,-158.14139379359958,201.46009490157044,-127.68245677785562
92,-140.98173276707104,204.71084323913794,-328.0697974591814
93,-147.3767116001646,229.1520625832849,-380.74681410342737
94,-2.320145077302996,125.7918503219872,-326.1514324009562
95,-134.77293503528819,222.27449723790374,-95.68192605095912
96,-209.32764272850795,227.17654048078538,-327.42688910024043
97,-286.45563129114225,208.9443181532325,-205.12373558941528
98,-148.90191783699493,195.02074083226856,-152.346562139872
99,-108.79140526443108,239.6126982003603,-93.94240800710361
