,ppo_eval,ppo_train_before,ppo_train_after,random_eval,random_train,strategy_eval,strategy_train
19,58127.52130615679,47067.208529796626,32996.058148351905,27741.975760884103,45169.591768540005,26346.490937083116,20319.79838969026
20,119200.06897491027,13765.293162437069,24137.96989669274,56306.2015727456,5344.765895904464,25454.391604971286,22192.191467495868
21,75057.0964139894,6522.940034588581,20022.326582392503,65583.59659926561,15343.948753635093,22505.5986317894,20452.468696329393
22,117537.56471189138,18611.549004025408,22303.796140573482,23066.660669424426,20842.15488156976,23866.713407752904,19414.436916787134
23,102594.27775586722,5895.877838503686,43376.583510591794,48771.27668979706,48372.96590875331,25645.26766067528,20989.919561499366
24,30559.07577061176,17142.334645058712,29308.447435899623,39870.019381187914,11246.190779573328,24203.621270484946,21080.75994586991
25,37525.42943182748,28338.151583698957,17381.559115804586,3890.994490681027,33822.530220950575,20295.027108925686,21254.161254599647
26,27486.223928959167,25588.721678381742,31294.266709631484,31122.63117923998,35139.38651589854,23306.778067439256,20399.006765145183
27,46037.79812771891,26866.53676076143,36460.07136126715,47308.07578907805,41870.668948224076,21772.714828664684,21355.440263770855
28,85196.46234181791,8067.059015774139,37444.78937503148,30669.9893681674,7309.135778655676,24275.035888594502,19115.7628380869
29,22896.182339970357,19478.655654390575,34853.26182537724,24178.99322810986,33629.93696245714,26509.040489286213,20153.51424573423
30,54649.726117777376,8877.751363834643,22414.141361199523,44884.4680368875,34194.37753715052,24305.183080710936,20523.0332201556
31,121986.98666701041,49438.062505527516,47661.109245650994,84831.51495288167,25045.27362914066,22573.53381871112,21372.935564306143
32,25716.990790822965,35853.57648600818,20599.200807267916,13808.969493577184,31674.466663590254,19450.976402013606,20672.264560330004
33,92464.48491890766,18865.50878094636,19947.819786444248,33559.70212208957,22464.182763283126,25766.968352610274,20980.82951049022
34,16777.343829911653,23867.670772764017,51427.095476417395,62491.96686484787,31767.432080888713,21396.883042579764,20736.738453124184
35,37149.565883576026,7168.46042781297,24992.650574508778,31979.31975122023,39324.44475290223,20777.48879118012,21353.955489533735
36,20597.89668086052,36435.18531277822,46167.76690145559,51131.2523342816,-2896.4314863447944,20754.133216748785,21118.35795008218
37,54182.185689302656,5677.381278570654,50618.064450998965,24138.18149193845,14061.639080143417,23249.2402980567,20291.45505223477
