random,PPO after,AC after,VPG after,baseline
-526.7874233722687,5795.187153875828,4399.869493722916,4212.123142540455,5690.661272108555
-300.0,5610.991028606892,4745.626818954945,4380.644417881966,5675.724647581577
-360.0,5597.67372238636,4314.65043669939,4442.360557973385,5281.387362003326
-600.0,5987.058202564716,5622.783757448196,5033.01182872057,6221.654327094555
-281.9562876224518,5408.076446354389,4606.654793262482,4688.826769292355,5356.256697356701
-620.0,5005.677614927292,4530.650184869766,3660.934531867504,5517.717300593853
-455.58116459846497,5377.428928494453,4455.412483930588,4422.902427792549,5269.652424693108
-100.0,5346.050540030003,4777.329066455364,4758.196130394936,5472.703792929649
-295.9562876224518,3296.3568821549416,4219.96873575449,4483.791514456272,6081.578196108341
-631.0,5413.586010217667,5112.106541752815,3952.266920685768,5420.237593233585
-191.63323521614075,4773.9343031048775,4404.307552814484,4620.140190541744,5648.85538905859
-100.0,4949.0091326236725,5164.262248635292,4189.675176858902,5651.874943435192
-340.0,5188.14657330513,4317.1902639865875,4962.331122457981,5321.969271361828
-120.0,3322.2229967713356,4978.0555928349495,4411.996200919151,6566.610091924667
-600.0,5397.995950937271,4278.190699160099,3716.393731057644,6360.147557079792
-510.0,5853.448491334915,4381.356942713261,4882.955259025097,5772.8077275156975
-599.8961064815521,4933.46261382103,5231.331682801247,4838.875956892967,5660.437029778957
-530.7539802789688,5404.441274702549,5289.941325545311,4661.371079683304,6405.760376572609
-100.0,5548.415905594826,4775.745263397694,4609.422948718071,4617.862749218941
-130.04082822799683,4521.34687435627,4371.323794007301,4661.802605032921,5209.266757726669
-247.94334650039673,5353.093133509159,4922.074156284332,4615.332861840725,5096.138632178307
-154.0530687570572,5191.275800347328,3934.2382640242577,4895.961469709873,6099.547752857208
-106.0,3294.7675573825836,5086.213573098183,5080.723009824753,4846.503572165966
-127.7606588602066,5524.379085659981,4670.516165912151,5164.712074935436,4681.72368234396
-300.0,4699.190596878529,4700.379081964493,2968.7791873812675,5431.242010116577
-304.0,5235.659236967564,4379.004868030548,4046.18781542778,5155.754945874214
-307.94334650039673,5670.932738661766,4998.922102868557,4036.8632587194443,5083.94556003809
-300.0,5987.329893410206,4575.748930096626,5093.224842131138,5395.432242035866
-100.0,6161.326625406742,4364.85923999548,5007.556867420673,6062.298424422741
-100.0,6012.699343800545,4505.242287158966,4994.3062381744385,5190.138046324253
-336.50866198539734,5406.1254433989525,5109.30910050869,4781.515562534332,4969.892693340778
-133.0,4861.36785197258,5097.115620732307,5030.191180408001,6518.276974320412
-331.0,5327.564326047897,4477.200089871883,4037.74890679121,5827.022438645363
-600.0,4915.984349727631,4434.339522361755,4276.444510042667,4777.7009382247925
-300.0,4600.59482216835,4348.794135212898,5193.322015225887,4746.017123281956
-300.0,5414.931950867176,4844.599424898624,5487.921253919601,4917.024832427502
-100.0,5441.963243424892,5497.701349258423,4995.603414058685,5665.509449660778
-577.687394618988,5366.319672942162,4712.019632995129,4288.140028357506,5973.570203542709
-112.0,5617.190149843693,5168.3626391887665,5362.824727833271,5498.484445750713
-599.8961064815521,5268.83469492197,4396.9945412278175,5054.6467425227165,5926.125298023224
