ppo,ac,random,baseline
3578.0404933691025,2887.2740448117256,-220.0,5470.891323626041
4650.469383716583,-103.0,-300.0,5105.656015515327
4477.550589799881,2773.290403366089,-677.2901001572609,5134.485610187054
4389.539956867695,3629.5740617513657,-300.0,4723.16729259491
4235.111533105373,3795.998686015606,-300.0,5720.394407570362
4476.595888316631,4091.008188724518,-143.9639269709587,-103.0
4805.849615633488,3312.7357461452484,-100.0,4751.437496364117
2706.1181696653366,2716.923098862171,-113.2610090970993,4670.369137823582
4706.360585153103,3300.959364235401,-360.0,4557.450993359089
4492.9783789515495,4038.9644780158997,-213.5871822834015,5751.847757637501
4747.597748637199,3396.829003036022,-100.0,4958.9687005877495
4161.223148941994,2408.8214069604874,-600.0,5334.946154654026
4759.738619983196,3472.933027803898,-300.0,4424.072649657726
4690.159176170826,3594.281352162361,-173.2610090970993,5882.966117680073
5194.895206391811,3427.5259487628937,-600.0,4550.287697970867
4303.626227736473,2992.793347477913,-300.0,5209.111440062523
3504.513783931732,3713.4525222182274,-155.7029178738594,4239.409158587456
4898.536812067032,3041.052676677704,-150.0,5283.667137444019
-128.2610090970993,3091.5592999458313,-131.0,5235.29836332798
4282.652371108532,3687.5321146845818,-112.0,4725.0055168271065
4890.992049455643,-110.22293210029602,-100.0,-103.0
4611.338631927967,4052.0902637839317,-113.58718228340149,5327.230893611908
4149.681177914143,-103.0,-173.0,4719.686698555946
4712.723848462105,3914.0802685022354,-138.0,4155.7158235907555
3419.036535203457,3974.9456394910812,-140.0,4839.804337203503
4640.766418993473,3049.7536428570747,-300.0,5116.315973520279
4488.287676692009,2871.420315206051,-300.0,4281.1802733540535
4537.617725074291,2326.2026435136795,-171.0,5500.515752971172
3419.1458469629288,-116.02253192663193,-100.0,4760.002850055695
2896.977151095867,2765.301518201828,-113.81987810134888,4807.499073684216
4751.278825879097,3700.6633670330048,-600.0,5257.926436841488
2919.257462501526,3600.4267421364784,-105.7029178738594,5020.117058813572
4433.351426720619,3413.896976709366,-130.7029178738594,4868.84895324707
4367.63220757246,3231.9006539583206,-300.0,5008.779992759228
3775.553317606449,4048.889108479023,-128.2610090970993,4445.050746202469
4670.840036869049,3086.780152142048,-101.58718228340149,4824.428828060627
3600.3833327293396,3411.8054488897324,-600.0,4937.1130939126015
4754.301860809326,3314.823244571686,-600.0,5298.440808832645
4832.787719666958,3469.593736052513,-140.0,4717.659892320633
4777.800160944462,3409.93973582983,-600.0,5939.160436332226
5059.694181203842,3221.9273350834846,-135.0,4721.006416559219
3614.805594742298,3044.8512117266655,-665.0,4489.419097185135
5024.499830186367,4320.312081634998,-300.0,4052.210850894451
3439.9357085824013,-126.42262351512909,-100.0,5246.716966152191
3127.870512485504,-103.0,-600.0,4096.762807011604
4839.779348433018,3508.197565495968,-113.58718228340149,5031.853268325329
4611.900317728519,2663.8936281204224,-600.0,4795.563664972782
4486.935368537903,2826.9022849202156,-107.55886900424957,5576.888907968998
4430.32797396183,3276.887262046337,-131.0,4289.503879964352
4740.744733929634,3331.3886684179306,-300.0,4211.468908369541
4606.617972970009,3426.2934032082558,-100.0,5225.448331415653
4622.052236914635,3189.707562506199,-155.7029178738594,5347.7361770272255
4960.68319863081,3727.6530553102493,-600.0,4325.732728421688
5093.563025176525,3153.040188550949,-100.0,5951.8834084272385
3471.203128516674,3113.6505079865456,-600.0,4714.0105511546135
3978.484182059765,3088.4047318696976,-155.2610090970993,5243.062139570713
3379.4429348111153,2791.083340227604,-162.0,4349.451288282871
4998.155380249023,3640.599779486656,-690.5588690042496,5515.189067482948
4591.365090191364,3767.214081823826,-113.7029178738594,4949.267265915871
4934.066945314407,3407.332344889641,-140.0,4518.041722714901
4863.1751990914345,3556.6475573182106,-300.0,-103.0
4499.427644491196,2867.810877621174,-300.0,4395.809847056866
-100.0,3430.75592815876,-123.0,5119.218770444393
4802.453792870045,2940.686645567417,-600.0,4671.187407433987
3286.4716740250587,2830.0412458777428,-132.0,4390.223600625992
4564.382186770439,3294.9743906259537,-100.0,4529.356151342392
3161.6985197663307,3964.3592141866684,-148.2610090970993,4899.366933107376
4148.436819255352,-103.0,-185.11709970235825,4327.875507950783
3883.740373969078,2708.821661233902,-674.261786878109,5091.722354114056
3861.931762099266,3417.8789964318275,-600.0,4757.777521967888
4581.324678659439,3965.17974871397,-600.0,4859.2686378359795
3202.2566346526146,4201.3847860097885,-100.0,4908.470517873764
4603.943217396736,3277.2826583385468,-303.9639269709587,6199.746493160725
