ppo,ac,random,baseline
2561.3865273594856,1387.3991225361824,-100.0,2554.278627872467
3410.404032468796,1318.9697728157043,-300.0,1937.4667105674744
4116.960022568703,1373.656702876091,-635.5921382904053,3480.4019532203674
3491.734781086445,1538.510794520378,-132.96189069747925,1678.6901502609253
3564.69019395113,-103.62514543533325,-332.96189069747925,-108.35722804069519
3488.6556035876274,2058.763320982456,-369.0,-101.75667905807495
3390.3997381925583,1411.5807369947433,-360.0,1685.551444530487
3997.2117089033127,1012.1802794337273,-300.0,-109.10119819641113
3789.5781722664833,874.0636955499649,-106.0300464630127,2407.772607564926
3065.407707929611,1771.0637789964676,-300.0,2764.4891343712807
3194.9368730783463,-100.70298892259598,-300.0,2172.9524152874947
3533.9798760414124,1149.9374212622643,-282.72963547706604,1611.4330152273178
3616.150236904621,1631.3680109381676,-132.96189069747925,1619.0398204922676
3357.82139480114,1387.5336992144585,-100.0,2506.9360877275467
4229.5862355828285,924.1220757961273,-300.0,2503.2080503106117
2482.6800994873047,1555.7018760442734,-360.0,1933.0928261876106
-147.70313596725464,1218.852290391922,-157.0,1919.708175420761
3075.388449192047,603.4178521037102,-114.93989086151123,2451.8183240294456
3564.061548769474,-114.32982337474823,-463.45504093170166,2291.416776776314
3335.4913199543953,756.7564066052437,-144.0,2835.6677947044373
3834.2161225676537,1304.0874702334404,-118.0,909.8308501243591
2918.263805270195,2198.204038977623,-135.0,1188.0451281666756
-101.70262742042542,-101.52632677555084,-300.0,2613.0632325410843
3108.992711722851,1257.3407596945763,-300.0,1899.1702706813812
3592.330691754818,-117.20726609230042,-104.0,1509.2376946806908
2005.8381581306458,1239.3905604481697,-600.0,2804.7371514439583
3289.7904908061028,1485.7388240695,-100.0,2750.6735907793045
3234.32861918211,1952.1057001948357,-100.0,2341.998824596405
2149.393659889698,1385.97990077734,-162.12242949008942,2070.649410188198
3237.150879204273,-113.67811298370361,-239.45120811462402,2262.8274264335632
3601.291270971298,947.5203903913498,-100.0,2527.6058896183968
3234.5550537109375,941.6112971305847,-160.0,2238.129736125469
3350.9751954078674,1450.3458642959595,-176.96189069747925,2178.0832065343857
4036.3822224140167,1598.1276398301125,-282.60833048820496,1077.327663064003
3308.190675318241,1383.7689597010612,-107.96189069747925,1892.7605890631676
3748.5654823184013,-115.78830993175507,-300.0,1855.854638338089
2958.981549978256,1111.9838193655014,-135.0,1375.8041052818298
3268.460491001606,-107.51809799671173,-100.0,1744.4989303350449
3310.223379254341,821.9575023055077,-308.62218475341797,2539.7264854311943
3611.385149359703,-137.1673499941826,-171.0,2272.8915451169014
3570.4186658859253,-124.64513969421387,-172.96189069747925,1575.6344156265259
4256.505650758743,-106.9986139535904,-110.59213829040527,1138.9200979471207
4005.3637051582336,-173.69050860404968,-138.0,2323.3804505467415
4204.166604816914,755.7022747397423,-100.0,1884.8349040746689
2539.2720450162888,940.4240754246712,-600.0,3161.3872289061546
3448.513013422489,-118.54929405450821,-600.0,-118.23123455047607
3613.2642122507095,-133.13758993148804,-300.0,2394.726061999798
3667.436346232891,1638.3116447329521,-103.55402898788452,2095.5528970956802
3042.387634396553,1182.5201073884964,-660.0,1785.511497914791
4041.1542004942894,1136.7851169109344,-300.0,2692.201853096485
4152.785415887833,1388.060515999794,-100.0,1827.9012326598167
3889.588120341301,1590.7787429094315,-300.0,2287.382307589054
4121.736474454403,1375.9968773722649,-135.59213829040527,2355.798947632313
4020.9859437942505,-161.59046828746796,-114.55402898788452,2784.244350016117
3509.757822573185,-147.71375805139542,-119.0,1998.9263744950294
3152.080146551132,1277.3231031894684,-290.0,2634.02585119009
3347.873146533966,1441.0956235527992,-100.0,3125.667629778385
2389.9483820199966,1101.125236570835,-117.35438346862793,2302.9849506020546
-124.0,888.5305085778236,-135.0,1933.9801532626152
2512.59826284647,925.7256908416748,-600.0,410.2685977220535
-124.1959662437439,1010.7898026704788,-157.0,-108.02483415603638
